text_id,sentiment_bert
20320,-0.99495053
20321,-0.9905264
20322,-0.9950187
20323,0.99070287
20324,-0.9407346
20325,-0.8730356
20326,0.77878594
20327,-0.99514925
20328,-0.93210787
20329,-0.9859435
20330,-0.9474748
20331,-0.9877131
20332,-0.9945244
20333,-0.99259764
20334,0.99766266
20335,-0.9779295
20336,0.9835192
20337,-0.8963168
20338,0.16562772
20339,-0.99447995
20340,-0.99604475
20341,-0.95053095
20342,-0.99390566
20343,-0.95504963
20344,-0.9969698
20345,-0.9846556
20346,0.98539186
20347,-0.9852223
20348,-0.9748566
20349,-0.99604475
20350,-0.95105624
20351,-0.9917141
20352,-0.10212582
20353,-0.8930423
20354,-0.97883594
20355,-0.9963984
20356,0.4913751
20357,-0.9958252
20358,0.96324265
20359,0.93759966
20360,-0.9774562
20361,-0.99031574
20362,-0.9881383
20363,-0.98138964
20364,-0.98800004
20365,-0.84963524
20366,-0.9964458
20367,0.9805571
20368,0.9402292
20369,-0.9669669
20370,0.9563409
20371,-0.9766275
20372,-0.026072502
20373,-0.99823225
20374,-0.9892977
20375,-0.9722551
20376,-0.93533385
20377,-0.98828906
20378,-0.987362
20379,-0.94134384
20380,-0.9969614
20381,-0.84163594
20382,-0.9984914
20383,-0.991582
20384,-0.99707526
20385,0.94192135
20386,-0.9931216
20387,-0.51904166
20388,-0.99810696
20389,-0.96684533
20390,0.99496496
20391,0.9876214
20392,-0.9960382
20393,-0.9865885
20394,0.2348162
20395,-0.99250954
20396,-0.46535563
20397,0.11089635
20398,-0.8886523
20399,0.79383457
20400,-0.9860391
20401,-0.99796444
20402,0.9722316
20403,-0.9710525
20404,-0.9920578
20405,-0.99120176
20406,-0.99015963
20407,0.94192135
20408,-0.96151304
20409,0.9937136
20410,-0.98278815
20411,-0.9941925
20412,-0.99662113
20413,-0.9920074
20414,-0.9717839
20415,-0.9862926
20416,0.994912
20417,-0.99803466
20418,-0.98855495
20419,0.013110995
20420,-0.921337
20421,-0.9935639
20422,-0.47555894
20423,-0.99474806
20424,-0.99485034
20425,0.79383457
20426,-0.92336655
20427,-0.98998874
20428,0.79383457
20429,-0.9723944
20430,-0.86713755
20431,-0.9579031
20432,-0.98509926
20433,-0.99541044
20434,0.9928206
20435,-0.8942676
20436,-0.94105804
20437,-0.99416536
20438,-0.093304515
20439,-0.9927813
20440,-0.98634285
20441,-0.9923733
20442,-0.99637055
20443,-0.8062992
20444,-0.9920074
20445,-0.99552184
20446,-0.9914234
20447,-0.99840736
20448,-0.9933081
20449,0.91705346
20450,0.99191916
20451,-0.90835834
20452,-0.9967986
20453,-0.88412297
20454,-0.12721753
20455,0.9133929
20456,0.27455795
20457,-0.9678186
20458,-0.9738003
20459,0.20447671
20460,-0.97740704
20461,-0.96092063
20462,-0.9880816
20463,0.99587834
20464,0.07496619
20465,0.9916723
20466,-0.9757075
20467,0.9877769
20468,-0.9963984
20469,-0.9919547
20470,-0.98975676
20471,-0.9959305
20472,0.80787134
20473,-0.9884924
20474,-0.9788379
20475,0.9480907
20476,0.9720545
20477,-0.9532341
20478,-0.97969806
20479,-0.5102801
20480,0.54485524
20481,-0.96826327
20482,-0.9796371
20483,-0.9649996
20484,-0.9678193
20485,-0.9353875
20486,0.9819757
20487,-0.9975671
20488,0.9805571
20489,-0.9916576
20490,-0.9393252
20491,-0.90440387
20492,-0.9972202
20493,-0.8952903
20494,-0.9832747
20495,-0.53419375
20496,-0.9271505
20497,0.11089635
20498,0.94688594
20499,-0.85389847
20500,0.80537784
20501,-0.99362874
20502,-0.47073823
20503,-0.99250954
20504,-0.99677896
20505,-0.99677277
20506,-0.9925717
20507,-0.99585164
20508,-0.9932851
20509,-0.9741551
20510,-0.9748267
20511,0.89530766
20512,-0.9737167
20513,-0.9611762
20514,0.95159674
20515,-0.9700316
20516,-0.9892977
20517,0.9782132
20518,0.9947996
20519,-0.99147666
20520,-0.991029
20521,-0.6976595
20522,-0.44056344
20523,-0.9716011
20524,-0.9974675
20525,-0.968837
20526,-0.98000574
20527,-0.5289633
20528,-0.99645233
20529,-0.99604475
20530,-0.9948855
20531,-0.94105804
20532,-0.9984951
20533,-0.77003616
20534,-0.9968754
20535,-0.9726027
20536,-0.87642324
20537,0.98303056
20539,-0.9833137
20540,-0.9811154
20541,-0.3397398
20542,-0.9716729
20543,0.9849819
20544,-0.8999409
20545,0.72124946
20546,-0.9947013
20547,0.9941809
20548,-0.9843287
20549,-0.98725903
20550,-0.6133551
20551,-0.19161654
20552,0.92465746
20553,-0.97312266
20554,-0.85746753
20555,-0.9862713
20556,-0.9875421
20557,-0.99374765
20558,0.9664117
20559,-0.99489564
20560,-0.9929612
20561,0.99314904
20562,0.9949727
20563,-0.9796371
20564,-0.90383244
20565,-0.99184024
20566,0.99904776
20567,0.30748212
20568,-0.85892403
20569,-0.2793547
20570,-0.9943791
20571,0.89423704
20572,0.95066595
20573,-0.9951782
20574,0.855885
20575,0.9916723
20576,-0.9847894
20577,-0.98715496
20578,-0.9848599
20579,-0.9909355
20580,-0.97759163
20581,-0.9668307
20582,-0.99318695
20583,0.91316354
20584,-0.9869128
20585,-0.99424106
20586,-0.9071916
20587,-0.9718137
20588,0.99561274
20589,-0.97411746
20590,0.63424194
20591,0.9893657
20592,0.3613125
20593,0.97866464
20594,-0.46535563
20595,-0.99824786
20596,-0.9968926
20597,0.9952532
20598,-0.99096084
20599,-0.9946785
20600,-0.9975732
20601,-0.9960782
20602,-0.9918709
20603,-0.92947364
20604,0.7981143
20605,-0.995658
20606,-0.9991946
20607,0.9844903
20608,-0.96759367
20609,0.98575723
20610,-0.9136933
20611,-0.9957693
20612,-0.9817868
20613,0.9524301
20614,-0.9704758
20615,-0.97980875
20616,-0.9982194
20617,-0.95570314
20618,-0.9292257
20619,0.997265
20620,-0.941566
20621,-0.9753277
20622,-0.64096284
20623,-0.89854217
20624,-0.995657
20625,-0.96501917
20626,-0.13357323
20627,-0.99260193
20628,-0.7550202
20629,-0.99866
20630,-0.9809002
20631,-0.9736979
20632,-0.98217255
20633,-0.9944853
20634,-0.98352057
20635,-0.9578268
20636,0.9261209
20637,-0.989416
20638,-0.9935597
20639,-0.9769639
20640,-0.9778992
20641,-0.9636148
20642,-0.9543835
20643,-0.99429613
20644,-0.9897125
20645,-0.98132485
20646,0.89400125
20647,-0.93368423
20648,-0.9901163
20649,0.9556587
20650,0.9696497
20651,-0.99834496
20652,-0.8466847
20653,0.9865854
20654,0.8690717
20655,-0.99356467
20656,0.9671539
20657,-0.9900974
20658,-0.9916076
20659,-0.98889154
20660,-0.9845193
20661,-0.9744619
20662,-0.8128948
20663,-0.9303724
20664,0.95359564
20665,-0.99751014
20666,-0.998063
20667,0.06750095
20668,-0.9445701
20669,-0.9936124
20670,-0.9838223
20671,-0.9957246
20672,0.9811392
20673,0.9619709
20674,-0.99689186
20675,0.9924902
20676,-0.8433497
20677,0.97153866
20678,-0.96523386
20679,0.71280146
20680,-0.9609302
20681,0.9729086
20682,-0.35603315
20683,-0.8508442
20684,-0.9805848
20685,-0.9735028
20686,-0.9952292
20687,-0.9735028
20688,-0.9913917
20689,-0.9735028
20690,-0.99642175
20691,-0.9568738
20692,0.9895961
20693,0.9708897
20694,-0.99797904
20695,-0.9919547
20696,-0.9919547
20697,0.98413897
20698,-0.9922555
20699,-0.97799253
20700,-0.9985746
20701,-0.6070644
20702,-0.998661
20703,-0.98190147
20704,-0.99504423
20705,-0.9592911
20706,-0.8214581
20707,-0.9277084
20708,-0.9473862
20709,-0.9006667
20710,-0.48909098
20711,-0.8132144
20712,-0.6226449
20713,-0.9759455
20714,-0.9462541
20715,-0.8826514
20716,0.8870286
20717,-0.9683742
20718,-0.8721306
20719,-0.973123
20720,-0.9881147
20721,-0.9315043
20722,0.98120284
20723,-0.9735028
20724,0.98807096
20725,-0.99183065
20726,-0.99745506
20727,-0.9570388
20728,0.9888308
20729,-0.9943371
20730,-0.94591784
20731,-0.9961281
20732,-0.99015987
20733,-0.9421677
20734,-0.9894767
20735,-0.99738747
20736,-0.82393706
20737,-0.9945814
20738,-0.88888216
20739,-0.96703357
20740,-0.9957595
20741,0.9552623
20742,-0.9806031
20743,-0.97078705
20744,0.96140814
20745,0.976892
20746,-0.8243098
20747,-0.99671954
20748,0.9933363
20749,-0.9624427
20750,-0.99649173
20751,-0.99695045
20752,0.97358024
20753,-0.98339397
20754,-0.966692
20755,-0.9831413
20756,-0.9966078
20757,-0.9448032
20758,-0.97775364
20759,-0.97790843
20760,0.46781182
20761,-0.9783282
20762,-0.9956687
20763,-0.9844571
20764,-0.9973099
20765,-0.9913654
20766,-0.9950094
20767,-0.98032075
20768,-0.99484986
20769,-0.9878114
20770,-0.99540883
20771,0.6720505
20772,0.9774473
20773,-0.96819395
20774,-0.988233
20775,-0.9948762
20776,-0.96951514
20777,0.9851463
20778,-0.94417375
20779,-0.9924712
20780,-0.9638625
20781,-0.994573
20782,-0.6975369
20783,-0.7982128
20784,-0.9907337
20785,-0.9373798
20786,-0.992552
20787,0.9933742
20788,-0.9983787
20789,-0.9878247
20790,-0.98637164
20791,-0.9922467
20792,-0.3019367
20793,-0.9430974
20794,-0.97516054
20795,-0.9957477
20796,-0.42189586
20797,-0.96654713
20798,-0.38137007
20799,0.97429764
20800,-0.9189475
20801,0.9931873
20802,0.95466995
20803,-0.9953526
20804,-0.95756984
20805,-0.7172407
20806,-0.94417375
20807,-0.2687441
20808,0.94374716
20809,0.9858515
20810,0.9911295
20811,0.8842
20812,-0.9771294
20813,-0.60450375
20814,-0.91825056
20815,-0.9956769
20816,-0.991739
20817,-0.990481
20818,0.6531826
20819,-0.47833902
20820,-0.98161525
20821,-0.98959976
20822,-0.9960499
20823,-0.50621223
20824,-0.94133145
20825,-0.96629584
20826,-0.9724377
20827,-0.9831413
20828,-0.9917083
20829,0.010957599
20830,-0.9819407
20831,-0.9233682
20832,0.99834013
20833,0.9739244
20834,0.9789264
20835,0.9696497
20836,-0.9557661
20837,0.6275296
20838,-0.9847326
20839,-0.9914888
20840,-0.881572
20841,0.977368
20842,-0.99439615
20843,-0.99760664
20844,-0.93310624
20845,-0.583541
20846,-0.90109307
20847,-0.84052277
20848,-0.9943984
20849,-0.99695045
20850,-0.9923839
20851,-0.9901835
20852,-0.9908069
20853,-0.9971308
20854,0.9839207
20855,0.9931873
20856,-0.993549
20857,-0.9921612
20858,-0.917309
20859,0.9900713
20860,0.7873193
20861,-0.99270296
20862,-0.9889296
20863,-0.57989836
20864,0.019520521
20865,0.7479898
20866,-0.9932631
20867,-0.99007976
20868,-0.98958576
20869,-0.997961
20870,0.30416024
20871,-0.94591784
20872,-0.9840393
20873,-0.99471664
20874,-0.9952913
20875,-0.9927541
20876,-0.87081397
20877,-0.9950092
20878,-0.98465806
20879,0.8820666
20880,-0.9912326
20881,0.5446738
20882,-0.9397678
20883,-0.9970329
20884,-0.98959786
20885,-0.98032075
20886,-0.9541624
20887,-0.9984901
20888,0.99535906
20889,0.959718
20890,-0.972443
20891,-0.9985127
20892,0.52219164
20893,0.9969336
20894,-0.98959976
20895,-0.9735028
20896,-0.9735028
20897,0.8916302
20898,0.39358568
20899,0.9924902
20900,-0.9957595
20901,-0.9948573
20902,-0.96392286
20903,-0.9981756
20904,-0.8546265
20905,-0.99377066
20906,-0.54325753
20907,-0.865315
20908,-0.970487
20909,-0.9966692
20910,-0.9936876
20911,-0.972579
20912,-0.99070936
20913,-0.9719947
20914,-0.99076647
20915,0.97453046
20916,-0.9942019
20917,0.95359564
20918,0.9984777
20919,-0.96537757
20920,0.97723305
20921,-0.99648935
20922,-0.21193361
20923,0.8979846
20924,-0.96875226
20925,0.93352973
20926,-0.99159735
20927,-0.9809966
20928,-0.9886114
20929,-0.9340628
20930,-0.89078075
20931,0.9796417
20932,-0.9839149
20933,-0.9556319
20934,-0.9914282
20935,-0.99260193
20936,0.9919641
20937,-0.99794054
20939,-0.8714728
20940,-0.97093016
20941,-0.98821896
20942,0.9667697
20943,-0.9859792
20944,-0.9880423
20945,-0.9981756
20946,-0.9900446
20947,-0.9817888
20948,-0.7698782
20949,-0.9916076
20950,0.9924902
20951,0.9970565
20952,-0.9851013
20953,-0.8128948
20954,-0.91613126
20955,-0.96501917
20956,-0.94379425
20957,-0.5444344
20958,0.8006873
20959,-0.9346678
20960,-0.9933364
20961,-0.3019367
20962,0.9430783
20963,-0.99604267
20964,-0.957435
20965,-0.85023
20966,-0.99847215
20967,-0.9974725
20968,-0.9833362
20969,-0.99848956
20970,-0.81593436
20971,-0.9729117
20972,-0.9968061
20973,-0.994957
20974,0.7036911
20975,-0.977143
20976,0.98325396
20977,-0.9524455
20978,0.99903965
20979,-0.9837323
20980,-0.99319994
20981,-0.993413
20982,-0.98797935
20983,-0.99622285
20984,-0.99471664
20985,-0.9945938
20986,0.9737464
20987,-0.7288618
20988,-0.99750644
20989,-0.98151946
20990,-0.9519926
20991,-0.9894109
20992,-0.99408793
20993,-0.86968964
20994,-0.98983973
20995,0.9991754
20996,-0.96498215
20997,-0.41191906
20998,0.9924902
20999,0.038188815
21000,-0.97100705
21001,-0.99488634
21002,-0.9969413
21003,-0.9970267
21004,-0.4154206
21005,-0.9798988
21006,-0.98583466
21007,-0.99288005
21008,0.9510546
21009,0.23380494
21010,-0.9982946
21011,0.96436167
21012,-0.9982875
21013,-0.9805848
21014,-0.28432602
21015,0.9460933
21016,-0.99260193
21017,-0.99260193
21018,0.9704795
21019,-0.890969
21020,-0.99595284
21021,-0.9584108
21022,0.981915
21023,-0.97084385
21024,-0.9978717
